JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
Architect,Male,46,73000,Canada,Full time employee,28,None (no degree completed),No,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,73000,United Kingdom,Full time employee,8,Associates (2 years),No,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,20,73000,United Kingdom,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,22,73000,United Kingdom,Full time employee,4,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,Associates (2 years),No,,Yes,"Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,Associates (2 years),No,,Yes,"Manual tasks, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,22,73000,United States,Full time employee,4,Associates (2 years),Yes,Local government,No,"Build scripts & automation tools, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,22,73000,United States,Full time employee,4,Associates (2 years),Yes,Non-profit,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,22,73000,United States,Full time employee,4,Associates (2 years),Yes,,No,"Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,22,73000,United States,Full time employee,4,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,26,73000,United States,Full time employee,8,Associates (2 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,20,73000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,21,73000,United States,Full time employee,3,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Manager,Female,22,73000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,73000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,26,73000,United States,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Female,26,73000,United States,Full time employee,7,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,33,73000,United States,Full time employee,15,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,48,73000,United States,Full time employee,30,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, R&D","Microsoft SQL Server, Python"
DBA,Male,20,73000,United States,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,73000,United States,Full time employee,3,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,24,73000,United States,Full time employee,6,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,26,72500,New Zealand,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,21,72500,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,25,72500,United States,Full time employee,6,Bachelors (4 years),Yes,,No,On-call 24/7/365,"Microsoft SQL Server, Python"
Manager,Male,28,72500,United States,Full time employee,10,Bachelors (4 years),No,Non-profit,No,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Female,23,72500,United States,Full time employee,2,Masters,No,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Female,26,72500,United States,Full time employee,7,None (no degree completed),,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Female,23,72450,United States,Full time employee,4,None (no degree completed),,Private company,Yes,"Manual tasks, On-call 24/7/365, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,72446,France,Full time employee,1,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Manager,Male,26,72247,United Kingdom,Full time employee,8,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,20,72000,Australia,Full time employee,2,Bachelors (4 years),Yes,State/province government,Yes,,"Microsoft SQL Server, Python"
DBA,Male,24,72000,Australia,Full time employee,6,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,24,72000,Canada,Full time employee,6,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,25,72000,Canada,Full time employee,7,Bachelors (4 years),Yes,,No,,"Microsoft SQL Server, Python"
DBA,Male,22,72000,France,Full time employee,2,Masters,Yes,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, Python"
DBA,Male,23,72000,Germany,Full time employee,3,Masters,No,,No,"Manual tasks, Projects","Microsoft SQL Server, Python"
Architect,Male,25,72000,Germany,Full time employee,5,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,20,72000,Israel,Full time employee,2,Bachelors (4 years),No,,No,"Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,72000,New Zealand,Full time employee,5,Masters,Yes,,No,"Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,25,72000,Sweden,Full time employee,5,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,72000,Sweden,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,22,72000,United Kingdom,Full time employee,4,None (no degree completed),No,,No,"Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,21,72000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management","Microsoft SQL Server, Python"
DBA,Male,21,72000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,72000,United States,Full time employee,1,Bachelors (4 years),No,State/province government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,20,72000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,21,72000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,21,72000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,22,72000,United States,Full time employee,3,Bachelors (4 years),No,State/province government,No,,"Microsoft SQL Server, Python"
DBA,Male,22,72000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,24,72000,United States,Full time employee,6,Bachelors (4 years),Yes,Non-profit,No,Build scripts & automation tools,"Microsoft SQL Server, Python"
Manager,Male,25,72000,United States,Full time employee,7,Bachelors (4 years),Yes,Non-profit,No,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,25,72000,United States,Full time employee,7,Bachelors (4 years),Yes,Local government,Yes,"Build scripts & automation tools, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,28,72000,United States,Full time employee,10,Bachelors (4 years),Yes,Federal government,Yes,"Build scripts & automation tools, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,28,72000,United States,Full time employee,10,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,29,72000,United States,Full time employee,11,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,30,72000,United States,Full time employee,12,Bachelors (4 years),No,,No,"Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,31,72000,United States,Full time employee,13,Bachelors (4 years),No,Student,Yes,"Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,33,72000,United States,Full time employee,15,Bachelors (4 years),No,,Yes,Projects,"Microsoft SQL Server, Python"
Data Engineer,Male,38,72000,United States,Full time employee,20,Bachelors (4 years),No,Student,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,22,72000,United States,Full time employee,2,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,23,72000,United States,Full time employee,3,Masters,Yes,State/province government,Yes,"Build scripts & automation tools, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,23,72000,United States,Full time employee,3,Masters,No,,No,"Manual tasks, R&D","Microsoft SQL Server, Python"
Manager,Male,25,72000,United States,Full time employee,5,Masters,Yes,,No,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,72000,United States,Full time employee,6,Masters,No,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
Manager,Male,27,72000,United States,Full time employee,7,Masters,Yes,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,40,72000,United States,Full time employee,20,Masters,Yes,,No,"Manual tasks, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,19,72000,United States,Full time employee,1,None (no degree completed),,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,72000,United States,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,22,72000,United States,Full time employee,4,None (no degree completed),,,No,"Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,23,72000,United States,Full time employee,5,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Data Engineer,Male,29,72000,United States,Full time employee,11,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,29,72000,United States,Full time employee,11,None (no degree completed),,Non-profit,No,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,71807,Canada,Full time employee,8,None (no degree completed),,State/province government,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,71600,Sweden,Full time employee,2,Associates (2 years),Yes,,Yes,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,23,71500,Canada,Full time employee,5,Associates (2 years),Yes,State/province government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,71500,United States,Full time employee,1,Bachelors (4 years),Yes,Local government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,71500,United States,Full time employee,2,Bachelors (4 years),No,State/province government,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, Python"
DBA,Male,27,71000,Canada,Full time employee,9,Associates (2 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,34,71000,Canada,Full time employee,16,Associates (2 years),,State/province government,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,22,71000,Germany,Full time employee,4,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,21,71000,Netherlands,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,25,71000,New Zealand,Full time employee,7,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,22,71000,Uganda,Full time employee,4,Bachelors (4 years),No,Local government,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,19,71000,United Kingdom,Full time employee,1,None (no degree completed),Yes,,Yes,"Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,22,71000,United States,Full time employee,4,Associates (2 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
DBA,Male,23,71000,United States,Full time employee,5,Associates (2 years),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,20,71000,United States,Full time employee,2,Bachelors (4 years),No,,Yes,"Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,71000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,26,71000,United States,Full time employee,5,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,71000,United States,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,27,71000,United States,Full time employee,9,Bachelors (4 years),Yes,,No,"Meetings & management, R&D","Microsoft SQL Server, Python"
DBA,Male,35,71000,United States,Full time employee,17,Bachelors (4 years),No,Local government,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,35,71000,United States,Full time employee,17,Bachelors (4 years),No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,35,71000,United States,Full time employee,17,Bachelors (4 years),No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,35,71000,United States,Full time employee,17,Bachelors (4 years),No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,21,70863,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,70850,United Kingdom,Full time employee,3,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,23,70760,United States,Full time employee,3,Masters,No,,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,30,70500,United Kingdom,Full time employee,12,None (no degree completed),,,No,"Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,70400,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,21,70000,Australia,Full time employee,0,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,21,70000,Australia,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,22,70000,Australia,Full time employee,4,Bachelors (4 years),No,Local government,No,"Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,32,70000,Australia,Full time employee,12,Masters,No,,Yes,"Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Female,22,70000,Austria,Full time employee,3,Bachelors (4 years),,,No,"Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,33,70000,Belgium,Full time employee,15,Bachelors (4 years),Yes,,Yes,"Manual tasks, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,70000,Canada,Full time employee,5,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
Architect,Male,21,70000,Canada,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,22,70000,Canada,Full time employee,4,Bachelors (4 years),Yes,State/province government,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,25,70000,France,Full time employee,7,Associates (2 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,21,70000,Germany,Full time employee,1,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,20,70000,Germany,Full time employee,2,None (no degree completed),,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,23,70000,India,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
Data Analyst,Male,21,70000,Jersey,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D","Microsoft SQL Server, Python"
DBA,Male,19,70000,Netherlands,Full time employee,1,None (no degree completed),No,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,23,70000,Norway,Full time employee,5,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Female,35,70000,Sweden,Full time employee,16,Bachelors (4 years),No,,Yes,"Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,70000,United Kingdom,Full time employee,1,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,70000,United Kingdom,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Architect,Male,21,70000,United Kingdom,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,70000,United Kingdom,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,30,70000,United Kingdom,Full time employee,12,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,19,70000,United Kingdom,Full time employee,1,None (no degree completed),,,Yes,"Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,0,Associates (2 years),,,No,"Build scripts & automation tools, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,3,Associates (2 years),Yes,,No,"Meetings & management, R&D","Microsoft SQL Server, Python"
Data Engineer,Female,31,70000,United States,Full time employee,12,Associates (2 years),Yes,,Yes,"Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,70000,United States,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,70000,United States,Full time employee,2,Bachelors (4 years),Yes,State/province government,Yes,,"Microsoft SQL Server, Python"
DBA,Male,20,70000,United States,Full time employee,2,Bachelors (4 years),No,Federal government,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,20,70000,United States,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,3,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Data Engineer,Male,21,70000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,R&D,"Microsoft SQL Server, Python"
DBA,Male,21,70000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,22,70000,United States,Full time employee,4,Bachelors (4 years),Yes,Federal government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,70000,United States,Full time employee,4,Bachelors (4 years),Yes,Federal government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,70000,United States,Full time employee,4,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,70000,United States,Full time employee,5,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Data Engineer,Male,23,70000,United States,Full time employee,5,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,23,70000,United States,Full time employee,5,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,23,70000,United States,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,24,70000,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,"Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,24,70000,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,Manual tasks,"Microsoft SQL Server, Python"
Developer: T-SQL,Male,25,70000,United States,Full time employee,7,Bachelors (4 years),Yes,Non-profit,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,33,70000,United States,Full time employee,15,Bachelors (4 years),No,State/province government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,38,70000,United States,Full time employee,20,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,21,70000,United States,Full time employee,1,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,21,70000,United States,Full time employee,1,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,22,70000,United States,Full time employee,2,Masters,No,,Yes,R&D,"Microsoft SQL Server, Python"
DBA,Male,23,70000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,24,70000,United States,Full time employee,4,Masters,Yes,,Yes,"On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,25,70000,United States,Full time employee,5,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,32,70000,United States,Full time employee,12,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
